text,label
«доверия к этим людям давно уже нет»  мария захарова — об украинской делегации на переговорах,1
в москве 24 января пройдет стихийный народный митинг «за суровый суд над изменниками – инициаторами санкций» ,0
названа доля многодетных семей в россии,1
белорусский суд обязал википедию удалить информацию о протестах ,0
власти лнр собрались провести референдум о вхождении в состав россии,1
«я отказываюсь принимать участие в фашистском шабаше  устроенном рогозиным и роскосмосом»  — новое скандальное сообщение робота «федора»,1
евросоюз созывает конференцию по пересмотру итогов нюрнбергского трибунала ,0
россия возместит китаю ущерб от боевых действий на острове даманский ,0
ильхам алиев  азербайджан поддерживает территориальную целостность украины,1
порошенко встретился с сотрудниками завода roshen в липецке ,0
мосгорсуд отменил арест обвиняемым в незаконном задержании голунова полицейским,1
мать «помогла» сыну на собеседовании и лишила его работы,1
фургал попросил адвокатов вызвать психиатров в случае признания им вины,1
михаил дегтярёв обвинил спецслужбы сша в распространении фейковых новостей о нём ,0
зеленский  если на оккупированных территориях проведут «псевдореферендум»  украина прекратит переговоры с россией,1
вместо проскуряковой раздувшийся николаев нашел грудастую брюнетку после новости о разводе,0
на украине автоугонщик с гранатой взял в заложники полицейского,1
песков  санкции против путина показали  что запад способен на любые глупости,1
еще один российский завод внедрил бережливые технологии,1
телеканал «дождь» будет судиться с генпрокуратурой из за блокировки сайта,1
возможный удар по крымскому мосту 9 мая  отмена границ польши с украиной  горящий «адмирал макаров»  главное за день,1
минфин сша ввел санкции против даркнет‑площадки hydra,1
раскрыто требование захватившего полицейского в заложники украинца,1
ирландский рыболовецкий сейнер взял на абордаж российский корвет ,0
«сгорел ребенок  женщине полголовы снесло»  «настоящее время» опубликовало видео из села бузовая  где нашли десятки тел мирных жителей,1
на фиджи арестована яхта  связанная с российским олигархом сулейманом керимовым,1
в красноярском крае из за пожаров перекрыли федеральную трассу  в одном из районов введен режим чс,1
шарапова рассказала о последствиях дисквалификации,1
вслед за списком недружественных государств появится список недружественных национальностей ,0
«я работаю на уровне политиков а не директоров фирм»  президент сингапура дала шокирующее объяснение почему она никогда не встречалась с медведевым ,0
десять населённых пунктов в чехии вернули себе чехословацкие названия ,0
украина сообщила об удачной расшифровке черных ящиков сбитого в иране boeing,1
cnn получил видео  снятое в середине марта в буче  оно показывает российские войска и тела убитых на улицах города,1
«русал» первым среди российских компаний призвал расследовать убийства в буче,1
валерий рашкин  лося мне подбросили ,0
захватившему автобус в луцке предъявили обвинения,1
в госдуме создана комиссия по созданию новых комиссий в госдуме ,0
суд постановил выплатить восемь миллионов рублей двум матерям и их детям  которых перепутали в роддоме в 1982 году,1
президент грузии переименовала батуми в хургаду для восстановления турпотока из россии ,0
«мир должен ужаснуться»  в офисе президента украины прокомментировали сообщения о погибших в буче,1
baza  в барвихе загорелся дом  принадлежащий семье губернатора воробьева,1
суд назначил четырем редакторам журнала doxa по два года исправительных работ  их освободили в зале суда,1
на самолёты нато патрулирующие воздушное пространство вблизи российской границы установят калоприемники ,0
стало известно о «шатании» российского «прогресса» при стыковке с мкс,1
гибдд с помощью дорожных камер в 2021 году впервые наложила штрафы на более чем 100 миллиардов рублей,1
nyt  украина наносит удары по российским командным пунктам при помощи американских разведданных,1
«немного пошалил»  павел дуров взял на себя ответственность за последнюю публикацию в telegram канале дмитрия медведева ,0
максим марцинкевич вошёл в состав белорусского координационного совета по передаче власти ,0
посол нашел несколько причин плохого отношения британии к россии,1
бердымухамедов представил авторское издание «программирование — наука мракобесов» ,0
в российском регионе снесли незаконный памятник сталину,1
путин и курц подписали меморандум о мирном вхождении австрии в состав россии ,0
сша прекратят выплаты за аренду аляски и калифорнии ,0
трамп попросил перенести рейкьявик в великобританию чтобы было ближе лететь ,0
лукашенко пригрозил польше созданием антипольского телеграм канала ,0
минюст рф создал реестр физических лиц «иноагентов»  в него уже внесли журналистов евгения киселева и матвея ганапольского,1
президент генассамблеи оон просит россию не прикармливать представителей бедных стран ,0
турецкие артисты вышли на антивоенный митинг в москве с требованием поставить курдам комплексы с 400 ,0
мошенники под видом сотрудников фбк провели обыск у прокурора в татарстане ,0
нобелевскую премию мира вместо обамы должен был получить шушкевич ,0
певец александр буйнов попал в больницу,1
в луганской области не осталось ни одной уцелевшей больницы — глава обладминистрации,1
handelsblatt  власти германии рассматривают возможность национализации немецких «дочек» «газпрома» и «роснефти»,1
на видео о сбитых беспилотниках азербайджана заметили обломки израильской ракеты,1
гурбангулы бердымухамедов выступит в трех видах спорта на олимпиаде в пекине ,0
the times  россия стягивает на донбасс силы  по численности в пять раз превышающие украинские,1
лукашенко назначил анастасию вашукевич послом беларуси в рф ,0
в энергодаре митингующих разгоняли светошумовыми гранатами  есть задержанные  слышны автоматные очереди,1
полесье объявило о независимости от беларуси ,0
депутаты от украины и литвы вынудили российского представителя в пасе встретить новый год в туалете ,0
суд арестовал владимира кара мурзу по статье о «фейках» про российскую армию,1
вице губернатора случайно выругавшегося на украинском языке во время совещания отстранили на время проверки ,0
посол белоруссии во франции раздавал драники протестующим на площади l’étoile ,0
россия готовит соглашения с «днр» и «лнр» о передаче вывезенных из украины детей сирот в российские семьи,1
сергей собянин пригрозил единороссам арестами если они соберутся на съезд 19 июня ,0
футбольный симулятор fifa 23 станет последней игрой в серии — и будет переименован,1
гурбангулы бердымухамедов стал единственным кандидатом на объявленных им досрочных выборах ,0
россия из за критики передумала отправлять manizha на «евровидение»  вместо неё поедет группа васи ложкина «эбонитовый колотун» ,0
акции оао «российская федерация» выросли после назначения мишустина премьер министром ,0
кадыров объяснил происхождение пулеметов с фотографии для помпео,1
участник переговоров с басаевым оценил решение зеленского после захвата автобуса,1
в белоруссии журналистке телеканала «белсат» предъявили обвинение в госизмене  ей грозит 15 лет тюрьмы,1
наши дети будут голодать из за вас  в тбилиси протестующие сожгли флаг россии в знак протеста против сокращения турпотока из рф ,0
на шествии «бессмертного полка» задержали женщину  которая несла плакат с фотографией воевавшего родственника и лозунгом «он не хотел повторить»,1
навальный  нужно приравнять пропагандистов с тв к военным преступникам и ввести санкции против главы медиахолдинга алины кабаевой,1
в российском селе нашли останки полностью сохранившегося взрослого мамонта,1
раскрыты первые детали iphone 14,1
байден потребовал от тихановской прекратить предоставлять территорию беларуси для российских войск ,0
россиянину запретили охотиться из за квартиры,1
михаил саакашвили назначен мэром столицы боливии ,0
в екатеринбурге на антивоенном пикете задержали активистку с зашитым ртом,1
минфин предложил изъять у россиян излишки денег образовавшиеся во время самоизоляции ,0
назарбаев призвал начать кампанию против «пещерного русского национал фашизма» ,0
губернатор белгородской области сообщил о сильных взрывах в регионе ночью,1
генеральный директор «красной поляны» погиб в горах сочи,1
николас мадуро провел телефонный разговор с мэром ростова на дону ,0
в сети появилось видео обстрела жилых домов в пригороде харькова кассетными бомбами,1
куба подала заявку на вступление в нато ,0
обнаглевшего сына королевой отправят в четырехлетнюю ссылку никакой благодарности,0
мэрия москвы временно запретила смеяться на улице где находится посольство кндр ,0
после начала войны расходы российского бюджета на государственные сми резко выросли  в марте на них потратили почти 12 миллиардов рублей,1
«важные истории»  в дубае обнаружена недвижимость более ста российских депутатов  чиновников  соратников кадырова и фигурантов уголовных дел,1
ск попросили «расследовать преступные действия» путина в отношении украины  следствие не нашло «признаков противоправного деяния»,1
google  подход к отображению секретных объектов рф на картах не менялся,1
пентагон заявил о «безнравственности» путина в украине,1
дегтярев предупредил об угрозе провокаций на митингах в хабаровском крае,1
берлускони  я очень разочарован поведением путина  он казался мне человеком здравого смысла,1
число заразившихся коронавирусом в мире превысило 15 миллионов,1
208 детей погибли в украине из за вооруженной агрессии россии — генпрокуратура украины,1
навальный рассказал  что его переведут в колонию строгого режима в мелехово  там для него строят «тюрьму в тюрьме»,1
шнуров отреагировал на повышение цен на водку матерным стихотворением,1
владимира кара мурзу арестовали на 15 суток,1
зеленский после встречи с генсеком оон  украина готова к переговорам для эвакуации мирных жителей с «азовстали»,1
«семью с ребенком сожгли в подвале»  глава харьковской ова рассказал  как российские военные убивали мирных жителей,1
прокурор запросил два года исправительных работ редакторам doxa  обвиняемым в «вовлечении несовершеннолетних в протесты»,1
британец публично осудил бориса джонсона и королеву елизавету чтобы не потерять рабочее место в мгу ,0
bosch заблокировала все стиральные машины в белом доме до 20 января ,0
сша ополчились на одну из богатейших стран европы,1
«россия пошла на нас злом таким  паршиво»  украинские журналисты нашли бабушку с красным флагом  которую использует российская пропаганда,1
в мозамбике из за штамма “омикрон” отменили традиционный госпереворот ,0
гур украины  российские военные  совершившие геноцид в буче  возвращаются в украину,1
по итогам торгов на мосбирже доллар и евро подорожали  это произошло после смягчения банком россии мер валютного контроля,1
«совершенно невиновного человека путинские палачи убили за то  что мы с ним однофамильцы»  алексей навальный — о гибели жителя бучи ильи навального,1
курьеры перенесли автомобиль и спасли застрявшую под ним велосипедистку,1
российский певец отселил бывшую жену в дом за 70 миллионов рублей,1
ркн запретил сми размещать негативные новости рядом с материалами про успехи страны и единой россии ,0
трамп высказался о ситуации с коронавирусом в россии после разговора с путиным,1
«медиазона»  из учебников издательства «просвещение» убирают упоминания киева и украины,1
как получить кредит в банке после обращения в мфо ,0
одержимая фанатка киану ривза начала преследовать его возлюбленную,1
президент южной осетии анонсировал «юридические шаги» для вхождения в состав россии  в абхазии заявили  что не собираются присоединяться к рф,1
власти франции готовятся к переименованию государства ,0
путин поддержал предложение еженедельно исполнять гимн в школах,1
в ответ на санкции евросоюза лукашенко повысил всех белорусов в воинском звании ,0
роскомнадзор обвинил «википедию» в «антироссийской интерпретации» событий в украине  ведомство требует удалить пять статей о войне,1
в связи с тяжёлой экономической ситуацией мишустин попросил россиян уменьшить диаметр блинов ,0
автора telegram канала «протестный мгу» арестовали на 25 суток  дмитрия иванова задержали на выходе из спецприемника,1
верховная рада запретила символы z и v — и признала российское вторжение в украину геноцидом,1
сергей скрипаль стал членом палаты лордов великобритании ,0
госдеп обязал ведущие российские компании создать представительства в сша ,0
нам об этом пока ничего не известно  песков отреагировал на предложение воз назначить путина главой организации после 2024 года ,0
конгресс сша эвакуировали из за подозрительного самолета  это оказался борт с парашютистами американской армии,1
утвержден новый военный флаг казахстана ,0
ущерб зданиям и инфраструктуре украины достиг  60 млрд  только в харькове уничтожено 1929 жилых зданий,1
на антивоенных акциях в россии задержали более 200 человек,1
госдума приняла закон разрешающий назарбаеву участвовать в выборах 2024 года ,0
украина согласовала гуманитарный коридор из мариуполя в запорожье  мэр города призвал жителей эвакуироваться,1
вместо шампанского cristal гостям пмэф предложили «виноградный день» ,0
жизнь в кладовке пьянство и мысли об уходе в монастырь нелегкая судьба актера лыкова,0
отказ швеции от карантина ради спасения экономики не оправдал себя,1
коронавирус назвали непобедимым,1
украинский омбудсмен сообщила  что в россию во время войны насильно вывезли 400 тысяч украинцев,1
«яндекс деньги» перешли к сбербанку,1
депутат госдумы виктор ан обратился к коллегам из госдумы с просьбой не запрещать k pop ,0
генпрокурор краснов предложил запретить используемые «в экстремистских целях» «флаги  значки и мемы»,1
мвд украины объяснило штурм после задержания террориста,1
гурбангулы бердымухамедов выступит на евровидении от туркмении ,0
россиянам рассказали о проблемах винных напитков,1
reuters  евросоюз перенес полный запрет на импорт российского угля на середину августа,1
«в канун пасхи в жилой дом прилетает крылатая ракета  погибает семья  как это все бьется »  максим галкин попросил объяснить обстрел одессы,1
еврокомиссия официально анонсировала новые санкции ес  среди них — запрет на работу транспортных компаний из россии и беларуси,1
associated press  при бомбардировке драматического театра в мариуполе могли погибнуть до 600 человек,1
би би си узнала имя еще одного срочника  пропавшего после обстрела и затопления крейсера «москва»,1
российский космонавт с мкс  акция в поддержку навального с фонариками угрожает стабильной работе станции ,0
ратко младич  «однажды я рассказал шойгу как с помощью баржи и трех десятков мусульман можно устроить сербам праздник  мы долго хохотали» ,0
зеленский  «вы еще не видели  что они сделали в мариуполе  там почти на каждой улице то  что мир увидел в буче»,1
генри киссинджер отметил 99 летие в крыму ,0
больше сотни дельфинов окружили рыбаков и попали на видео,1
в россии запустили продажу туров в турцию,1
«первый канал» посвятил полчаса сюжету о пользе хозяйственного мыла и вреде «импортной химии» ,0
по просьбам россиян цик проведет эксперимент с безальтернативным голосованием в нескольких регионах ,0
отвлечение внимания от суда над навальным станет основой военной доктрины россии в 2022 году ,0
15 летний гонщик из россии вскинул руку в нацистском приветствии на пьедестале чемпионата европы по картингу  его мать сказала  что он «послал сердечки» команде,1
«яндекс» и mail ru удалили из поисковой выдачи ссылки на сайты instagram и facebook,1
канада ввела санкции против 14 россиян  среди которых набиуллина  ролдугин и дочери путина,1
минобороны показало моряков крейсера «москва» — около 100 человек  в украине заявляли о гибели экипажа  который оценивали в 500 700 человек,1
россия признает независимость косово в обмен на признание крыма ,0
по киеву и харькову нанесены ракетные удары  сообщается о погибших и раненых,1
андерс брейвик вышел из тюрьмы по удо ,0
конгресс сша запретит считать идиотами представителей демократической партии ,0
тысячи французов ошибочно депортированы из франции ,0
путин приказал отменить штурм «азовстали» в мариуполе,1
росавиация продлила запрет на полеты в 11 южных аэропортов,1
насильно притянула тоскующая без мужика волочкова вцепилась в известного красавца,0
блинкен подтвердил что граждане ссср не попадут под санкции ,0
ужасы из северной кореи снимали в городах южной кореи ,0
критику рпц со стороны молодежи объяснили,1
талибы запретили афганским женщинам выходить на улицу без бурки  закрывающей лицо,1
болгары выстроились в очередь за «ладой» без abs чтобы поддержать россию ,0
женщина попыталась найти убийцу для бывшего мужа через интернет и попалась,1
песню “государство” группы lumen внесли в реестр экстремистских чтобы защитить молодёжь ,0
в самолёте ангелы меркель нашли следы от галош и две пустые бутылки водки ,0
хакеры гру атаковавшие правительство сша забывали отключить вебкамеру ,0
the moscow times сообщило  что администрация президента запретила «яндексу» продавать «новости» и «дзен»  в компании это отрицают,1
мид германии объявил 40 российских дипломатов персонами нон грата  это ответ на убийства российскими военными жителей бучи,1
премьер министр нидерландов заявил  что мирный договор с украиной «под дулом пистолета» не ослабит санкции против россии,1
большой театр отменил балет серебренникова и оперу кулябина  ранее оба режиссера выступили против войны,1
госдума сократит часы на изучение английского языка в ответ на недопуск сенаторов в оон ,0
«газпром» собрался взять в долг и отдать неизвестно когда,1
вернувшегося посла сша поселят за 101 километр от москвы ,0
в госдуме поставили под сомнение легитимность создания израиля ,0
обсе сообщила о задержании своих сотрудников в донбассе,1
в бурятии тренера спортивной школы трижды оштрафовали за сорванные буквы z  доказательства по делу предоставило руководство учебного заведения,1
в россии задержали политолога федора крашенинникова,1
красный крест не смог добраться до мариуполя  предполагалось  что его сотрудники обеспечат безопасную эвакуацию жителей,1
евросоюз анонсировал новые санкции против россии  запреты коснутся российских кораблей  четырех ключевых банков и импорта товаров,1
папа римский причислил навального к лику святых ,0
вмф нидерландов закрепили за представителями лгбт сообщества ,0
оон объявила о переименовании в лигу наций ,0
на нефтебазе в брянске произошел пожар,1
коммунисты проведут ленинградский международный экономический форум ,0
величайшая афера xx века  американцы доказали что гагарин никогда не летал в космос ,0
сша потребовали закрыть консульство китая,1
группа иранских хакеров взломала тамагочи ,0
тасс сообщил о том  что австрия будет платить за российский газ в рублях  канцлер австрии опроверг эту информацию,1
посольство франции в россии с 1 апреля начнет выдавать туристические визы,1
аркадий ротенберг построит мост из армении в нагорный карабах ,0
мок обяжет российских олимпийцев мыть полы в перерывах между соревнованиями ,0
опубликована переписка с женихом убитой накануне свадьбы москвички,1
я подчинюсь только горбачёву  министр финансов эстонии отказался уйти в отставку ,0
украинские пограничники задержали двух бомжей и лесника а затем назвали это предотвращением массового прорыва нелегальных мигрантов ,0
100  жителей туркмениcтана поддержали переименование столицы в гурбан гулы ,0
российские войска нанесли ракетный удар по одессе  погиб как минимум один человек — мвд украины,1
опубликован первый снимок другой солнечной системы,1
еспч признал незаконным разгром войск карла xii под полтавой ,0
французские власти объяснили массовые аресты «жёлтых жилетов» борьбой с коронавирусом ,0
в буче в одном из подвалов военные рф удерживали 25 женщин  которых регулярно насиловали  девять из них беременны — омбудсмен украины,1
следственный комитет белоруссии вызвал джо байдена на допрос по делу о покушении на александра лукашенко ,0
россиян обязали удалить аккаунты в twitter  и facebook  до 1 июля ,0
суд разрешил экстрадицию джулиана ассанжа в сша  теперь решение за главой мвд великобритании,1
британский эсминец «дефендер» пригласят в севастополь для участия в параде в день памяти воинов павших в крымской войне ,0
мид разрешит использовать в официальных документах слово пиндосы ради величия россии ,0
каспаров анонсировал выпуск паспортов сносного русского и терпимого русского ,0
«остановите войну»  в магазинах казани активисты заменили ценники на антивоенные,1
россия и китай подписали соглашение о совместном использовании ядерной ракетной базы на луне ,0
«отвергайте каждый контракт  поддерживающий войну и пропаганду» — покинувший рф экс замгендиректора «аэрофлота» обратился к коллегам,1
в эстонии неизвестными взорван памятник эсэсовцам ,0
сан марино отказалось закрывать воздушное пространство для российских самолётов ,0
«договорились оставить прошлое позади»  президенты украины и германии провели 45 минутный телефонный разговор,1
италия вернула украине армян эвакуировавшихся под видом сотрудников посольства ,0
робот фёдор возглавит комиссию по валидации итогов дэг в москве ,0
россиянка засудила туристическую компанию из за холодного моря и выиграла деньги,1
«проект»  из кремля уволился личный оператор путина  это произошло после записи объявления войны против украины,1
по статье о «дискредитации российских вооруженных сил» заведено 1000 административных дел — «овд инфо»,1
российского посла в польше облили красной краской  когда он хотел возложить цветы к мемориалу советских солдат,1
от учителей во время войны требуют поддерживать российскую армию в соцсетях  the insider ознакомился с методичками минобразования,1
далай лама станет участником переговоров в «нормандском формате» ,0
в связи с забастовкой из посольств израиля временно вывезут все атомные бомбы ,0
раскрыты сроки выхода консолей нового поколения,1
американский сенатор  сша помешали планам гитлера напасть на израиль ,0
в харькове хулиганы напали на российских диверсантов приняв их за украинцев ,0
долгожительница точно предсказала дату и время своей смерти,1
названа средняя цена элитной квартиры в москве,1
«за меня люди месяцами на митинги ходили»  дегтярёв предсказал свою победу на грядущих губернаторских выборах ,0
памфилова разрешила аннулировать голоса за кандидатов от умного голосования ,0
чулпан хаматова ушла из «современника»  ее попросили написать заявление после антивоенных высказываний,1
император нарухито сменил имя на наруто ,0
госбанки обяжут выдавать чиновникам автокредиты и ипотеку с отрицательной ставкой ,0
сын экс главы ржд якунина выступил против войны в украине и заявил  что никогда не голосовал за путина,1
джо байден дал старт работе пасеки в техасе ,0
мид казахстана не исключил запрета на въезд тиграну кеосаяну  который обвинил казахов в «хитрожопости» и пригрозил стране судьбой украины,1
в буче снимут документальный фильм о геноциде мирных жителей  для работы над проектом в украину приехал сценарист «карточного домика»,1
в украине арестовали имущество кума путина медведчука и его жены  26 автомобилей  30 участков  23 дома  32 квартиры  17 паркомест и яхту,1
депутат пришел на акцию «бессмертный полк» с портретом погибшего при обстреле в харькове узника фашистских лагерей  его задержали,1
ик 2 во владимирской области внесена в список организаций иноагентов ,0
readovka сообщила о гибели 13414 российских военных в украине  а потом сказала  что ее взломали,1
переболевшие коронавирусом пациенты пожаловались на облысение,1
мишустин оценил идею замены учителей компьютерами,1
байден по ошибке потребовал освободить ассанжа вместо навального ,0
губернатор брянской области заявил о повреждении 100 домов из за украинских обстрелов,1
россия запросила заседание совбеза оон в связи с «чудовищной провокацией украинских радикалов в буче»,1
участницу pussy riot марию алехину объявили в розыск,1
президент польши объявил о возможном вводе войск в белоруссию ,0
«мы будем молиться за украину»  генсек нато рассказал о методах сдерживания российской агрессии ,0
в антверпене закрылся старейший в европе бордель с обезьянами ,0
в омской области пожары уничтожают жилые дома  губернатор дал поручение ввести в регионе режим чс,1
япония вводит санкции против премьер министра мишустина и родственников миллиардера тимченко,1
в россии испытали новый вертолет для спецназа,1
украина отменила визы для шести стран,1
международный исторический суд в калининграде похвалил финляндию за извинения перед россией за начало зимней войны ,0
“праздника в этом году не будет”  неизвестные угнали бриг россия с алыми парусами в финляндию ,0
словения изменит свой флаг из за схожести с российским ,0
специалисты по бальзамированию не могут вернуться в россию из северной кореи ,0
шойгу предложил присваивать игрокам world of tanks статус ветерана танковых войск ,0
германия оспорит в еспч акт о безоговорочной капитуляции ,0
рпц разрешила въезд на территорию храмов на электросамокатах мощностью до 05 квт ,0
на украине подожгли дом борца с коррупцией,1
записи переводчика на встрече путина и трампа отказались публиковать,1
протестующие в вашингтоне сожгли посольство черногории ,0
григорий явлинский призвал избирателей не голосовать за андрея пивоварова ,0
президент чехии попросил путина отправить стране запасы пива балтика ,0
возмущенные гости отказались идти на свадьбу из за чересчур строгого дресс кода,1
посол китая попросил руководство ельцин центра «не докучать ему своими приглашениями» ,0
вице премьер украины заявила  что на 13 апреля не удалось открыть ни один гуманитарный коридор для эвакуации мирных граждан,1
ким чен ын предложил трампу купить пирамидку здоровья ,0
госдепартамент  украина готовит концлагеря для русскоязычных жителей донбасса но россия «слишком слаба» чтобы вмешаться ,0
мид рф закрыл въезд в россию главе meta марку цукербергу и главреду англоязычной «медузы» кевину ротроку,1
роскомнадзор заблокировал сайт антивоенного комитета россии  под блокировку попал проект помощи эмигрантам «ковчег»,1
верховная рада заявила о «недопустимости присвоения» россией победы над нацизмом  и сравнила россию с нацистской германией,1
в россии объяснили выбор танзании в качестве одной из первых открытых стран,1
джо байден получил медаль за успехи в джихаде ,0
жительницу улан удэ арестовали на пять суток  она попросила водителя маршрутки убрать из салона букву z,1
жители берлина избили депутата партии «зелёных» пообещавшего бороться с глобальным потеплением ,0
«радио свобода» будет распространять листовки с распечатками запрещённых эфиров ,0
поребрики на невском проспекте заменят бордюрами ,0
в совфеде оценили закон о многодневном голосовании на выборах,1
сша помогут поставить в украину танки советского производства,1
ученые обнаружили новый штамм плотоядных бактерий в косметической продукции иностранных компаний ,0
в екатеринбурге девушку задержали за плакат с цитатой из конституции,1
в сша из за китая вспомнили утонувший российский «фобос грунт»,1
минобрнауки потребовало от вузов перенести свои видео с youtube на российские платформы,1
в список террористов росфинмониторинга внесли тренера кунг фу из мелитополя  его жена сообщала о похищении,1
зеленский пригрозил ввести санкции против семьи байдена если украину не примут в нато до конца года ,0
королева елизавета ii посвятила анатолия чубайса в рыцари ,0
гетеросексуал заразился коронавирусом и признался в занятии сексом с мужчинами,1
«тараканы » выступят в наполовину заполненном зале,1
президент эстонии заявила что не приедет в москву на празднование годовщины октябрьской революции ,0
американского сенатора покаявшегося перед индейцами исключили из партии ,0
вкс россии по просьбе запрещённой террористической группировки талибан проведут антитеррористическую операцию против мятежников в панджшерском ущелье ,0
американский дипломат нашёл украденную у него люстру в большом театре ,0
el pais сообщила о планах обязать страны ес делиться друг с другом газом  дмитрий медведев увидел в этом «призрак коммунизма»,1
«коммерсант»  владелец франшизы kfc решил продать бизнес в россии,1
россия объявила о готовности объявить «режим тишины» в мариуполе для эвакуации мирных жителей,1
партия «яблоко» обжаловала в еспч присуждение премии сахарова алексею навальному ,0
сша  российские военные казнили украинцев  пытавшихся сдаться в донецке,1
в москве появились плакаты «мы против нацизма  а они нет» с цитатами астрид линдгрен и ингмара бергмана  премьер министр швеции назвала их «совершенно неприемлемыми»,1
в совфеде призвали амнистировать россиян застрявших за границей из за пандемии ,0
россия введет санкции против алексея навального и «шарите» ,0
канада ввела санкции против 33 российских предприятий оборонного сектора,1
на границе с украиной погиб российский солдат  ранее о потерях россии на своей территории не сообщалось,1
российские производители алкоголя не смогли поставить продукцию в магазины из за ddos атаки сторонников украины,1
в российских школах начнут изучать историю с первого класса — минпросвещения,1
жириновский раскрыл планы фургала уйти в отставку еще до задержания,1
власти ес предложили направить замороженные средства центробанка рф на восстановление украины,1
участникам московских митингов дадут отопление только в декабре ,0
сша ввели экспортные санкции в отношении «аэрофлота»  utair и azur air,1
леонид слуцкий возглавит «ска хабаровск» ,0
врач дал советы отправляющимся за границу россиянам,1
гендиректор белавиа  «самолёты себя не оправдали» ,0
в киеве с начала войны повреждено 27 детских садов  44 школы и более 150 многоквартирных домов — мэрия,1
монолитные работы начались на станции зил троицкой линии метро,0
вице спикер госдумы петр толстой предложил построить пять деревень на берегу женевского озера ,0
нато и сербия достигли соглашения по оплате урановых снарядов примененных во время бомбардировок в 1999 году ,0
штабы навального откроются в сизо и колониях ,0
«решение пересмотру не подлежит» — «тинькофф банк» заблокировал счет журналиста андрея захарова без объяснения причин,1
«настоящее гетто» — советник мэра мариуполя опубликовал видео из фильтрационных лагерей  в которых российские военные содержат украинцев,1
«лучше бы моей знаменитости не было и войны не было»  украинские власти показали «бабушку с флагом»  ставшую символом пропаганды рф,1
перебравшая компания из шайбенхардта заблудилась и случайно захватила эльзас ,0
в аризоне нашли тайный командный пункт управления трампом ,0
«мы писали и будем писать о том  как люди в регионах переживают войну»  журнал «люди байкала» рассказал о блокировке,1
зеленский включил ивангая в нацсовет по делам голодомора а дудя   в санкционный список ,0
лавров про «гитлера еврея»  ракетный удар по одессе  вице президент «газпромбанка» без денег в «газпромбанке»  главное за день,1
«коммерсант»  владелец holiday inn планирует уйти из россии,1
компания danone прекратила импорт в россию растительного молока alpro,1
россияне нашли место для самоизоляции на случай второй волны коронавируса,1
в москве задержан активист и автор канала «протестный мгу»  его доставили в отдел полиции и хотят оставить там на ночь,1
британское телевидение вырежет из мультфильма «чебурашка и крокодил гена» старуху шапокляк ,0
в белоруссии накрыли притон с почтовыми голубями агитирующими за оппозицию ,0
тихановская подписала указ о продаже «белавиа» ирландской ryanair за 1 евро ,0
