text,label
колумбия подала в суд на армению за плагиат флага ,0
оон спустя 21 год все же выдала нато мандат на бомбардировки югославии ,0
депутат слуцкий поможет «скопинскому маньяку» освоиться в госдуме ,0
лидеры g7 пообещали усилить поддержку украины и заявили  что  начав войну  путин «навлек позор на россию»,1
в санкт петербурге появился кокос беглова ,0
на сайте цру появились вакансии в отдел разработки конституций для восточноевропейских стран ,0
в редакции алтайской газеты «листок» и у ее сотрудников прошли обыски  главный редактор задержан,1
партия виктора орбана в четвертый раз победила на выборах в венгрии,1
в совете федерации предложили ввести обязательное лицензирование кухонных обсуждений политики ,0
вместе с выборами в госдуму в сентябре пройдёт всероссийский референдум о возвращении крепостного права ,0
трамп подарил премьер министру японии точную копию «малыша» ,0
в москве полиция задержала владимира кара мурзу,1
wikileaks  новейшая китайская ракета работает на угле и обслуживается командой кочегаров комсомольцев ,0
в контейнерах с бананами из эквадора обнаружили 3 5 тонны кокаина стоимостью полмиллиарда евро  груз направлялся в россию,1
«меня решили отменить в россии»  в москве второй день снимают с показов спектакли юлии ауг,1
в новогоднюю ночь федеральные каналы покажут повтор «прямой линии» с путиным вместо «голубого огонька» ,0
nyt  гранаты  взорванные в приднестровье  используют только россия  габон и само приднестровье,1
нпф захотели больше заработать на пенсионерах,1
музейные экспонаты передадут на ответственное хранение чиновникам ,0
от охранника в аэропорту до курьера  предприимчивые грузины начали собирать с айтишников из россии “покаянные взносы” ,0
в результате обстрела николаевской ога погибли 36 человек,1
россиян призвали участвовать в чемпионате творческих компетенций artmasters,1
пётр порошенко выпустил фильм расследование о дворце зеленского ,0
иран пригрозил израилю фаянсовым джихадом ,0
в забайкалье впервые пройдут выборы «смотрящего» ,0
взрыв сумки с пиццей в центре москвы показали на видео,1
в ульяновской области мужчина убил двух детей в детском саду и покончил с собой,1
«коммунистическая атлантида»  зачем китай насыпал остров размером с японию посреди атлантического океана ,0
риа новости и тасс сообщили о еще 40 эвакуированных из «азовстали»,1
генпрокуратура россии признала «крымскую правозащитную группу» нежелательной организацией,1
воронежский губернатор предложил приходить на «бессмертный полк» с портретами участников войны в украине,1
у российских наёмников изъяли медали за возвращение белоруссии ,0
взлетно посадочную полосу аэропорта в ашхабаде покроют коврами для более мягкой посадки личного самолета президента ,0
ес готов предоставить безвизовый режим российским «иностранным агентам» ,0
рбк  олег тиньков ведет переговоры о продаже доли в tcs group  владеющей «тинькофф банком»,1
рамзан кадыров получил погоны генерал лейтенанта,1
математику азату мифтахову снизили срок пребывания под стражей на три месяца,1
аналитики прогнозируют восстановление экономики россии после санкций за 10 лет  экономика украины вернется к довоенному уровню за пять лет,1
в правительстве предложили легализовать глагол ложить ,0
опубликовано видео с телами погибших возле комбината имени ильича в мариуполе  о взятии под контроль этой территории накануне объявило минобороны рф,1
внук алана даллеса стал заместителем директора цру ,0
суд обязал вшэ закрыть единственный в россии туалет для трансгендеров ,0
это музейный экспонат  губернатор омской области отказался вернуть одежду навального ,0
турция закрыла небо для российских самолетов  направляющихся в сирию  там вербуют наемников для участия в войне в украине,1
данные о повторном случае заражения коронавирусом в россии прояснили,1
путин подписал указ о запрете закупать иностранное по для объектов критической информационной инфраструктуры,1
«яндекс» отозвал прогноз по своим финансовым показателям и объявил о приостановке инвестиций,1
макрон заявил  что россии придется ответить за преступления в буче  а шольц обсудит с партнерами новые санкции,1
дональд трамп похвалил сталина ,0
пушков потребовал выбросить космонавтов наса с мкс пока сша не отменят санкции против россии ,0
российские воспитатели решили наказать мальчиков и насильно надели на них платья,1
зеленский сообщил об эвакуации 100 мирных жителей с территории завода «азовсталь» в мариуполе,1
мариупольский горсовет  российские военные начали эксгумировать тела людей  похороненных во дворах,1
гималайский медведь воровал мед у диких пчел и попал на видео,1
во фсин рассматривают предложение привлекать осужденных it специалистов к удаленной работе на российские компании,1
григорий явлинский  «этот дом я выиграл в лотерею для вакцинированных от коронавируса» ,0
госдеп наградил автора лучшего фейка о россии ,0
«он не является гражданином россии» — песков прокомментировал предложение обменять кума путина медведчука на украинских пленных,1
британские спецслужбы проверят все птичьи экскременты на отравляющие вещества ,0
росавиация вновь продлила режим ограничения полетов на юге рф  из за войны 11 российских аэропортов закрыты уже 2 5 месяца,1
минобороны рф объявило об уничтожении у змеиного двух украинских самолетов и вертолета  в украине — об уничтожении трех российских катеров и вертолета,1
решение о возможном увеличении скорости на м 11 и м 4 примут за месяц,1
в госдуме обсудят введение акциза на плавленные сырки ,0
в казахстане арестовали нурсултана назарбаева ,0
эксперты пентагона безуспешно потратили полгода и миллионы долларов на взлом электроники в российских т 72 ,0
под минском появится аналог горы рашмор с изображением всех президентов белоруссии ,0
дочь советского адмирала выгнали из квартиры в центре москвы,1
рабочих во владимирской области обучат бережливому производству,1
невзоров принял крещение в украинской православной церкви ,0
16 летняя внучка кобзона попозировала в бикини на яхте,1
у известного борца с коррупцией из рязани нашли недвижимость в стране нато ,0
сербия выдала сша зенитчика обвиняемого в покушении на жизнь американского пилота в 1999 году ,0
российского летчика константина ярошенко обменяли на американского студента тревора рида,1
генерал фсб оценил идею о возвращении в паспорт графы о национальности,1
си цзиньпин поблагодарил иа панорама за объективное освещение ситуации с коронавирусом 2019 ncov ,0
девушка поделилась откровенными фото и заинтересовала полицию,1
футбольному клубу «красава» евгения савина запретили тренироваться в красногорске — на следующий день после того  как блогер выпустил видео о войне в украине,1
жителей хакасии с новым годом поздравит иосиф сталин ,0
подозреваемую в убийстве доцента вгик отказались арестовать из за возраста,1
лукашенко выдвинули на нобелевскую премию мира ,0
словакия потребовала от россии сократить персонал посольства на 35 человек,1
швеция разместит миротворческий контингент под полтавой 23 февраля ,0
собянин развеял слухи о введении новых ограничений в москве,1
россия за вечер выпустила девять ракет по инфраструктуре кременчуга — глава полтавской администрации,1
мид армении опроверг информацию о ящиках с абрикосами выпавших из автомобиля посольства ,0
самый богатый российский сенатор в 2021 году заработал более 4 миллиардов рублей  такой доход задекларировал валерий пономарев,1
фрс сша повысила базовую ставку до 0 75–1   это рекордное повышение с 2000 года,1
застрелившая двух террористов афганская девушка убила мужа,1
глава комитета начальников штабов сша сообщил об ошибках в рассылке «умного голосования» ,0
«это не прокручивание средств и не коррупционная схема»  в фонде «подари жизнь» ответили на обвинения в отмывании 1 млрд рублей,1
ск завёл дело по факту насильственного захвата власти в 1917 году ,0
президент венесуэлы запретил распространение коронавируса ,0
«мы бы разнесли их страну в щепки»  президент латвии раскритиковал слабый ответ сша на атаки ирана ,0
база данных web of science стала недоступна для российских ученых,1
youtube заблокировал канал госдумы  мария захарова заявила  что сервис «подписал себе приговор»,1
в днр заявили о прорыве на переговорах по донбассу,1
макларен  хотели дисквалифицировать путина но увы не смогли ,0
20 сотрудников google вступили в ряды республиканской партии ,0
анб проверит причастность российских спецслужб к заражению джен псаки коронавирусом ,0
avito начал автоматическое оформление покупки просмотренных квартир ,0
новым пресс секретарем белого дома назначена карин жан пьер  она станет первой темнокожей и первой представительницей лгбт на этом посту,1
россия использует украинских детей для получения информации о позициях всу  выявлено уже восемь таких случаев — генпрокурор украины,1
еврокомиссия обязала сми называть российских журналистов пропагандистами ,0
российские военные похитили бывшего главу херсонской облгосадминистрации андрея путилова,1
брянского депутата лишили внж великобритании из за рассказов об ужасах прогнившего запада ,0
участница pussy riot люся штейн срезала браслет слежения и уехала из россии  мария алехина тоже срезала — и теперь ей грозит реальный срок,1
двое сыновей депутата госдумы получали детское пособие до 40 лет ,0
генпрокуратура украины  под харьковом российские войска обстреляли эвакуационные автобусы  7 человек погибли,1
wargaming — разработчик world of tanks — объявил об уходе из россии и беларуси,1
зеленский  если бы украина была в нато  войны не случилось бы,1
власти подмосковья отметили рост интереса жителей к занятиям спортом,1
у россиянина дома нашли 300 контейнеров черной икры,1
мединскому поставят памятник на украине ,0
эксперты проанализировали изменения в избирательном законодательстве россии,1
чешские власти не разрешили российским дипломатам вывезти велосипеды до их проверки на угон ,0
госдеп ввёл санкции против россиян посмотревших пиратскую версию фильма о навальном ,0
карин жан пьер станет новым пресс секретарем белого дома  джен псаки покинет должность 13 мая,1
минобороны армении заказало на 2ch более 1000 провокационных картинок для деморализации жителей азербайджана ,0
путин подписал указ о приостановке соглашений об упрощенной выдаче виз с ес  норвегией  данией  исландией  швейцарией и лихтенштейном,1
посол китая в россии  у меня на родине волгоград до сих пор называют сталинградом ,0
сми  улюкаев сломал нос тюремному официанту из за теплого хереса ,0
военная авиация сша может начать сбрасывать гуманитарную помощь на каракас ,0
intel начал выводить из строя процессоры российских пользователей с помощью своих драйверов ,0
«юла» и avito опровергли утечку данных сотен тысяч пользователей,1
в волгоградской области на учет поставили 11 летнего ребенка  который якобы распространял информацию  «дискредитирующую вооруженные силы рф»,1
болеет очень сильно фото кривого лица заворотнюк после процедур слили в сеть,0
зеленский  «мы бьемся за свободу для своих детей  а значит  победим  скоро в украине будет два дня победы»,1
в литве из за санкций застряла тысяча российских вагонов  следующих в калининград,1
в госдуме предложили лишить манижу российского гражданства ,0
состав бундестага будет согласовываться с российским представителем ,0
меня узнали и пришлось показывать фокусы с кошками  зюганов рассказал о своём отдыхе в киргизии ,0
«страну они не получат»  трамп высказался о других кандидатах ,0
в москве прошёл митинг за введение платных лифтов «как в свободных странах» ,0
российским оппозиционерам будут принудительно выдавать украинское гражданство ,0
алиев подписал указ о вхождении озера севан в состав азербайджана ,0
бельгия вышлет королевскую семью в конго в качестве компенсации за многолетнее угнетение ,0
российский губернатор описал попытки попасть к врачу с дочерью,1
день взятия киева стал государственным праздником в монголии ,0
флагман черноморского флота рф крейсер «москва» поражен двумя ракетами «нептун» — глава одесской ова  обновлено ,1
емельяненко прокомментировал поражение от исмаилова,1
шойгу присвоил лукашенко звание полковника внутренних войск ,0
всу  в одессе обстрелян ракетами аэропорт  повреждена взлетно посадочная полоса,1
в госдуме впервые исполнили гимн сша ,0
лавров нанесет внеплановый визит в сша по поводу обыска у дерипаски ,0
российским губернаторам по ошибке отправили портреты елизаветы ii и флаги великобритании ,0
кадыров стал генерал майором росгвардии,1
в результате ракетного удара по киеву погибла журналистка «радио свобода» вера гирич,1
государство рф не найдено  электронная проходная совбеза оон полдня не пускала российских дипломатов ,0
вакцинация владимира путина от covid 19 отменена из за его опоздания в поликлинику ,0
в америке издали сборник твитов дональда трампа ,0
индия отказалась от российской нефти urals в новой закупке  россия предлагала за нее значительную скидку,1
ватикан объявил о намерении вступить в нато ,0
huawei удалила из appgallery приложения российских банков  попавших под санкции,1
страны ес согласовали новый пакет санкций  он включает в себя запрет на импорт российского угля,1
в российской больнице для детей появились два новых аппарата ивл,1
ск обвинил президента аргентины в намеренном заражении коронавирусом после вакцинации «спутником v» ,0
в турции рассказали об отношении к первому намазу в соборе святой софии,1
украинские сми сообщают о новых ракетных ударах по одессе  в городе загорелся торговый центр,1
россия нанесла новый ракетный удар по одессе  власти региона сообщают о погибших,1
bloomberg  майкл калви уехал из россии,1
«он уже не сотрудник  не принимает решения  занят своим здоровьем» — банк «тинькофф» об антивоенном посте олега тинькова,1
шаман габышев и схиигумен сергий станут лидерами объединённой российской оппозиции ,0
лидер «пошлой молли» прокомментировал обвинения в домогательствах к 17 летней,1
youtube по требованию роскомнадзора заблокировал видео с песней «хотят ли русские войны»  в роскомнадзоре заявили  что их неправильно поняли,1
«талибан»  назначил «кандагарского мясника» послом афганистана в россии ,0
кнессет постановил считать еврейскую ао территорией израиля ,0
шеф повар российского ресторана вышел с меню к властям и получил штраф,1
блогерша придумала способ проверять мужчин на верность,1
олег дерипаска торжественно принят в ряды кпрф ,0
европейские банки понесут убытки в сотни миллиардов евро,1
россия опровергла обвинения в сговоре по делу mh17,1
пора вернуть жизнь в привычное русло  собянин анонсировал возвращение qr кодов в москве ,0
в жилом доме в подмосковном ступино взорвался газ  погибли шесть человек  включая троих детей,1
американские социологи предсказывают победу на выборах президента россии григорию явлинскому ,0
певица manizha получит депутатский мандат за победу на «евровидении» ,0
власти украины  с «азовстали» эвакуированы все женщины и дети,1
уволенный из генпрокуратуры полковник назвал драку с полицейским недоразумением,1
германия встала на защиту «северного потока 2»,1
поклонская  буква z символизирует трагедию и горе как для россии  так и для украины,1
путин примет личное участие в пхеньянском саммите народных демократий ,0
коммунисты нигерии раздали по одному ведру нефти своим избирателям ,0
бывший советник главы кгб беларуси создал телеграм канал про соблюдение прав человека ,0
«почти в каждом доме по три свиньи и волчий труп»  азербайджанские военные рассказали о психологической атаке со стороны армянской армии ,0
monotype заблокировала доступ к своей библиотеке шрифтов для россиян,1
байден объявил о вводе войск в афганистан в ответ на теракт в аэропорту кабула ,0
албания обвинила россию в уничтожении олбанского языка ,0
международная автомобильная федерация начала расследование против 15 летнего гонщика из россии из за нацистского приветствия  сам подросток извинился,1
слитая переписка  после покупки twitter илон маск первым делом забанит «надоедливых русских спрашивающих как ему такое» ,0
кндр отменила смертный приговор михаилу горбачеву за развал ссср ,0
депутаты предлагают убрать из бюджета расходы на борьбу с коррупцией ,0
запрет транзита газа и высылка россиян обратно  верховная рада ввела новые санкции против рф ,0
для поддержания порядка во время карантина германия ввела войска на территорию польши ,0
минфин сша назвал имя одного из организаторов даркнет маркетплейса hydra  им оказался бизнесмен из череповца,1
разработчики стандарта usb запретили использовать их порты на территории россии ,0
«это новый освенцим и майданек»  российские военные начали сжигать тела погибших в мариуполе в мобильных крематориях,1
губернатор курильского федерального округа  «поправки к конституции вступят в силу только после одобрения императора» ,0
чиновники сдадут егэ по конституции ,0
рога убитого рашкиным лося повесят в мавзолее ленина ,0
более 20 тысяч человек вышли на первомайскую демонстрацию в чикаго с портретами сталина ,0
марк фейгин и алексей арестович подрались в прямом эфире канала фейгин live ,0
россия возобновит авиасообщение с 52 «дружественными странами»  среди них — зимбабве  мьянма и мозамбик,1
в москве сорвали кинофестиваль «артдокфест»  режиссера виталия манского облили краской у входа в кинотеатр «октябрь»,1
немцы попросили российского вице премьера гордеева остаться в германии ,0
российские охранники напали на доставившего пациента с covid 19 водителя скорой,1
папа римский подверг критике «замкнутого в анахроничных притязаниях националистических интересов» человека  который разжег конфликт в украине,1
в приднестровье взорваны две вышки  транслировавшие российское радио,1
российские военные остались в украине без медикаментов  их передают волонтеры через белгородскую область,1
байден не исключает возможности проведения тайной инаугурации ,0
власти австралии извинились за перевёрнутую картинку во время трансляции речи елизаветы ii ,0
сми  кипр лишил «золотых паспортов» четырех российских миллиардеров и их родственников,1
художницу сашу скочиленко  арестованную из за антивоенной акции  перевели в другую камеру после жалоб на травлю,1
украинские журналисты получили специальную награду пулитцеровской премии,1
кгб белоруссии будет переименован в цру ,0
разведка великобритании  на фоне растущих потерь россия привлекает военных запаса и занимается вербовкой в приднестровье,1
в госдуме предложили распространить закон об иноагентах на антироссийские идеи ,0
хочу покормить рыб  михаил дегтярев готовится к погружению в батискафе на дно амура ,0
робот фёдор станет героем россии ,0
новая серия эротического фильма эммануэль будет посвящена макрону ,0
на даче проворовавшегося китайского губернатора откроют санаторий для детей ,0
сотни грузовиков застряли на границе польши и белоруссии из за введенных санкций ес  пробка растянулась на 80 км,1
marvel comics прекратит продажу своих комиксов в россии,1
билл клинтон рассказал  что предлагал путину членство россии в нато,1
минюст создал реестр физлиц «иноагентов»  в него включили журналистов евгения киселева и матвея ганапольского,1
cnn  сша в марте успешно испытали гиперзвуковую ракету,1
в белоруссии запретили слово «навальный» ,0
из за нехватки углекислого газа для производства напитков россиян обяжут сдавать выдыхаемый воздух ,0
власти острова джерси заморозили активы абрамовича на  7 млрд,1
все арестованные 23 января россияне могут быть временно признаны гражданами сша ,0
глава пентагона заявил о полном разгроме яхтенного флота россии ,0
германия изучит опыт ирана по вопросам религиозного надзора за органами власти ,0
суд берлина разрешил партии меркель пользоваться услугами госслужащих на митингах ,0
к мкс отправился первый корабль crew dragon  экипаж которого состоит только из туристов,1
на рублево архангельской линии метро завершилась проходка тоннеля до станции звенигородская,0
в честь 199 летия иа «панорама» князь монако присвоил дворянство 11 сотрудникам издательства ,0
билл клинтон  «в начале 90 х русские либералы готовы были продать шапку мономаха знамя победы картины из эрмитажа и русского музея и даже царь пушку» ,0
российскую радиостанцию оштрафовали за отсутствие титров на латышском языке ,0
жилые корпуса по программе реновации у мцк новохохловская введут в 2023 году,0
президент россии извинился перед премьером израиля за слова лаврова о «еврейской крови» у гитлера,1
константин боровой подписал капитуляцию и акт о репарациях от имени россии ,0
италия высылает 30 российских дипломатов,1
умер первый президент украины леонид кравчук,1
бабарико окончательно сняли с выборов президента белоруссии,1
оценено влияние господдержки на межрегиональные авиаперевозки,1
днр сообщила о согласовании новых мер по контролю за режимом прекращения огня,1
«надеюсь ты ещё много лет будешь президентом ссср»  байден поздравил горбачёва с 90 летием ,0
высокий риск смерти гоген солнцев госпитализирован с тяжелой травмой головы,0
минюст внес в реестр иноагентов журналистов венедиктова  невзорова и пархоменко,1
нарышкин об оговорке на заседании совбеза  «случайно взял шпаргалку для следующего заседания» ,0
дмитрий песков не осведомлен о своей отправке на курсы повышения квалификации ,0
елизавета ii примет участие в акции femen в эдинбурге ,0
в российском регионе вернули часть ограничений из за коронавируса,1
в латвии раскрыли российский план по захвату прибалтики ,0
в мид начали продажу билетов на пресс конференции марии захаровой ,0
бессрочные каникулы в тольятти  работники ао «автоваз» получили возможность провести лето с семьями ,0
«россия здесь навсегда»  андрей турчак — о будущем херсонской области,1
минобороны рф заявило о ракетном ударе по военному заводу на окраине киева  после удара город оказался частично обесточен,1
в госдуму внесён законопроект о новом государственном флаге россии ,0
«ельцин центр» устроит масштабный банкет за 65 млн в честь дня благодарения ,0
во львове прогремели взрывы  часть города осталась без электричества — мэр,1
пойдет все на своем пути крушить всплыло предсказание ванги о страшном будущем евросоюза и нато,0
сотрудники посольства сша раздавали одеяла участникам лгбт парада накануне вспышки обезьяньей оспы ,0
либерализация в кндр  пограничники будут давать перебежчикам 15 секундную фору перед стрельбой ,0
умер владимир жириновский,1
лукашенко  новую конституцию примем в узком семейном кругу администрации президента ,0
new lines  россия выделила сирии кредиты на миллиард долларов  чтобы компании тимченко и пригожина могли обходить санкции,1
кремль призвал планировать отдых в россии,1
владеющие прачечной пенсионеры снялись в забытых клиентами вещах и прославились,1
«родители в ответе за своих детей»  суд приговорил мать уехавшего из беларуси анархиста романа халилова к 3 годам «химии»,1
евгения васильева возглавит счетную палату ,0
неизлечимо больная невеста сыграла свадьбу в больнице и умерла через месяц,1
мария бутина не сможет избираться в госдуму из за судимости ,0
развод со звездой кухни и новая жена на 14 лет моложе что стало с известным актером прониным,0
природный парк на берегу оби предложили расширить,1
жозеп боррель предложил использовать замороженные валютные резервы россии для восстановления украины,1
к президентским выборам 2024 года в россии полностью перейдут на электронный формат голосования ,0
ставшая порноактрисой гонщица захотела вернуться в спорт,1
«теперь вы понимаете какой я хороший »  лукашенко обратился к западным лидерам ,0
жители страсбурга отпраздновали возвращение россии в пасе народными гуляниями ,0
российских изобретателей обяжут регистрировать международные патенты на государство а не на себя ,0
каждый зарегистрированный участник митинга за освобождение навального получит купон на скидку в «пятерочке» ,0
модель victoria s secret сфотографировали в бикини на пляже во время отдыха,1
в тверском паблике спросили  как легализовать в россии «трофейный» внедорожник из украины  спустя два дня паблик заблокировали,1
россия готова предоставить политическое убежище кристине тимановской ,0
литва первой в ес объявила о полном отказе от российского газа,1
цик украины объявил о создании мобильного избирательного участка в керченском проливе ,0
ввс эстонии сымитировали бомбардировку крыма ,0
в херсоне российских военных будут заселять в квартиры эвакуировавшихся украинцев,1
в пресненский суд москвы поступило дело актера ефремова,1
amnesty international признала иосифа сталина жертвой политических репрессий ,0
от 20  до 40  контрактников  которых готовят к новой переброске  отказываются воевать в украине — cit,1
«агентство» узнало имена еще двух пропавших без вести моряков с крейсера «москва»,1
в россии назрел очередной кризис,1
в кемерово прохожие сдали в полицию оппозиционера вышедшего протестовать против выездных виз ,0
с начала войны евросоюз потратил €35 млрд на российское топливо и всего €1 млрд на помощь украине,1
лукашенко лишил мисс беларуси звания майора кгб после того как она не смогла отличить роторную жатку от обмолота ,0
попкорн в российских кинотеатрах заменят семечками ,0
в москве автомобиль после дтп влетел в пешеходов и попал на видео,1
сенаторы признали подделкой фотографию с советским флагом над рейхстагом ,0
маникюр популярной рэперши на фото в купальнике озадачил поклонников,1
популярный европейский курорт раскрыл сроки принятия россиян,1
в россии повысят цены на водку,1
в новогоднем поздравлении назарбаев объявил о возвращении на пост президента казахстана ,0
лукашенко пообещал найти девушку для степана путило если он вернётся и покается ,0
сми сообщили о безуспешных попытках лукашенко дозвониться до мишустина ,0
депутата рашкина задержали при попытке пронести винтовку на биатлонный стадион ,0
журналисты «радио свобода» нашли подтверждение гибели мичмана с крейсера «москва»  минобороны рф сообщало  что экипаж корабля спасен,1
пашинян  армения хочет участвовать и в нато и в одкб ,0
макрон пригласил президента польши на настоящий парад победы 8 мая в париже ,0
зеленский предложил борису джонсону должность губернатора одессы ,0
9 сотрудников ик 1 ярославля получили реальные сроки за избиение бывшего заключенного,1
умер фронтмен группы cardiacs,1
«патриарх не может опуститься до путинского алтарника»  папа римский рассказал о переговорах по зуму с главой рпц,1
на концерте в честь дня победы на первом канале показали фотографию американских грабителей бонни и клайда среди военных фото,1
москвича  сломавшего картонную фигуру бабушки со знаменем победы  арестовали на 15 суток,1
страница кабаевой пропала с сайта «национальной медиа группы» после призывов ввести против нее санкции,1
си цзиньпин  китай не намерен переселять россиян при передаче сибири ,0
к участникам антивоенных и проукраинских чатов начали приходить из фсб — «первый отдел»,1
роскомнадзор потребовал разблокировать чеченский ютьюб канал «вайнах»,1
«какого хрена сша и нато не могут дать зеленскому то  что нужно для борьбы»  микки рурк выступил в поддержку украины,1
в поселке мангуш под мариуполем нашли братскую могилу  в которой могут быть захоронены тысячи человек,1
вызвавший конфликт между скр и генпрокуратурой следователь уволился,1
антону птушкину запретили въезд в россию до 2072 года из за его антивоенной позиции — baza,1
квартиры в москве перестали покупать за наличные,1
с начала войны россия втрое увеличила финансирование государственных сми  траты на социальную поддержку граждан увеличились всего на 6 5 ,1
в ярославле в жилом доме рванул газ,0
константина райкина уволили из театральной школы константина райкина,1
в грузии снизят зарплаты чтобы граждане не убегали в ес ,0
власти львова сообщили о ракетных ударах по городу,1
византия сообщила о введении безвизового режима с россией ,0
завод маз уволил всех протестовавших сотрудников с волчьим билетом и в три раза нарастил выпуск ,0
россияне увеличили суммы ипотеки,1
две книги ричарда докинза внесли в реестр экстремистских материалов ,0
министр обороны латвии потерял сознание от звука сирены воздушной тревоги ,0
раскрыты потери бюджета россии от налоговых преступлений,1
владимир зеленский выдал украинское гражданство игорю стрелкову ,0
виктора шендеровича обвинили в сексуальных домогательствах,1
в ответ на антироссийские санкции мтс отключит макрона от тарифа «забугорище» ,0
украина объявила об остановке транзита трети российского газа в европу,1
байден пообещал добиться включения ваканды в совбез оон ,0
россия выиграла спор у европы,1
депутатов госдумы пытались научить выживать на 100 тысяч рублей в месяц ,0
в центре киева взорвался автомобиль,1
в бородянке под киевом из под завалов разбомбленных многоэтажек достали 26 тел,1
«коммерсант»  андрей костин предложил присоединить к втб еще два государственных банка — «открытие» и рнкб,1
терешкова предложила законопроект позволяющий президенту назначать до 51  депутатов госдумы ,0
кремль ответил на угрозу санкций против «северного потока 2»,1
baza  пророссийский украинский блогер анатолий шарий отпущен под подписку о невыезде  он будет ждать в испании решения об экстрадиции,1
любови соболь заменили наказание по «санитарному делу» с ограничения свободы на реальный срок  она находится за пределами россии,1
в ирпене российские солдаты на глазах у девушки изнасиловали ее мать и сестру  обе умерли от травм  девушка четыре дня жила с их трупами,1
уехала на чужбину за американским мужем а потом рвала на себе волосы судьба актрисы кореневой,0
президент академии наук днр сбежал в лнр с секретными чертежами на микроплёнках ,0
portishead выступит впервые за семь лет — на благотворительном концерте в поддержку украины,1
на здание парламента баварии торжественно водрузили портреты маркса и ленина ,0
вслед за visa и mastercard из россии уходит блокчейн ,0
суд отменил условное наказание кирилла серебренникова и снял с него судимость,1
лукашенко констатировал малочисленность «майданутых» в белоруссии,1
«в произведениях автора жестко критиковался правящий режим»  полиция в москве признала плакат с цитатой льва толстого о патриотизме «дискредитацией» российской армии,1
херсон подвергся обстрелу,1
в италии раскрыли сеть по заключению фиктивных браков для легализации мигрантов,1
погранслужба украины  военные рф не смогли эвакуировать команду крейсера «москва» из за шторма,1
производитель мармеладных мишек haribo остановит поставки в россию,1
троян вывел из строя спутники нато и вынудил капитулировать американскую группировку в сирии ,0
пытают пережаренным шашлыком  саакашвили пожаловался на унизительные условия содержания в грузинской тюрьме ,0
патриотически настроенные россияне выкупили 10 тысяч новых айфонов и прибили их к стене американского посольства ,0
ставропольский край войдёт в состав краснодарского ,0
«эта информация должна быть подвергнута серьезному сомнению»  кремль — об убийствах мирных жителей в буче,1
одкб возьмет под контроль повышение цен на продукты питания в странах членах организации ,0
“по многочисленным просьбам военнослужащих”  в минобороны объяснили зачем ввели для личного состава срочные курсы украинского языка ,0
борис джонсон пообещал избирателям вернуть ирландию в родную гавань ,0
михаил горбачев заявил что не подавал в отставку с поста президента ссср ,0
в мгимо появится факультет международных отношений с террористами ,0
в россии введут штраф за отрицание агрессии нато ,0
близкие художницы саши скочиленко  арестованной за антивоенную акцию  сообщают о ее травле сокамерницами в сизо,1
